array_type,time,element_size
SQ, 0.046648, 1744
HAT, 0.032563, 1744
MSarray_2, 0.016436, 1744
MSarray_3, 0.062868, 1744
MSarray_4, 0.127937, 1744
base, 0.036753, 1760
mono, 0.038622, 1760
sliced, 0.039976, 1760
SQ, 0.042380, 1760
HAT, 0.032575, 1760
MSarray_2, 0.013807, 1760
MSarray_3, 0.076305, 1760
MSarray_4, 0.130827, 1760
base, 0.036673, 1776
mono, 0.038197, 1776
sliced, 0.040065, 1776
SQ, 0.042553, 1776
HAT, 0.032449, 1776
MSarray_2, 0.016288, 1776
MSarray_3, 0.061780, 1776
MSarray_4, 0.130810, 1776
base, 0.036191, 1792
mono, 0.037662, 1792
sliced, 0.045424, 1792
SQ, 0.041096, 1792
HAT, 0.031853, 1792
MSarray_2, 0.013946, 1792
MSarray_3, 0.068696, 1792
MSarray_4, 0.138955, 1792
base, 0.037191, 1808
mono, 0.038781, 1808
sliced, 0.041395, 1808
SQ, 0.043175, 1808
HAT, 0.033351, 1808
MSarray_2, 0.015623, 1808
MSarray_3, 0.071089, 1808
MSarray_4, 0.141748, 1808
base, 0.041950, 1824
mono, 0.039328, 1824
sliced, 0.041744, 1824
SQ, 0.042663, 1824
HAT, 0.034151, 1824
MSarray_2, 0.014405, 1824
MSarray_3, 0.074883, 1824
MSarray_4, 0.139983, 1824
base, 0.037777, 1840
mono, 0.040336, 1840
sliced, 0.041819, 1840
SQ, 0.045333, 1840
HAT, 0.033722, 1840
MSarray_2, 0.014203, 1840
MSarray_3, 0.073906, 1840
MSarray_4, 0.137106, 1840
base, 0.037992, 1856
mono, 0.042833, 1856
sliced, 0.041675, 1856
SQ, 0.046272, 1856
HAT, 0.032233, 1856
MSarray_2, 0.013911, 1856
MSarray_3, 0.073011, 1856
MSarray_4, 0.130514, 1856
base, 0.038446, 1872
mono, 0.040681, 1872
sliced, 0.044834, 1872
SQ, 0.044548, 1872
HAT, 0.033980, 1872
MSarray_2, 0.014455, 1872
MSarray_3, 0.076599, 1872
MSarray_4, 0.137945, 1872
base, 0.039277, 1888
mono, 0.040754, 1888
sliced, 0.042805, 1888
SQ, 0.044777, 1888
HAT, 0.035274, 1888
MSarray_2, 0.014111, 1888
MSarray_3, 0.078400, 1888
MSarray_4, 0.133315, 1888
base, 0.039497, 1904
mono, 0.042176, 1904
